,name,draft_year,prospect_gp,prospect_pim,prospect_pm,draft_round,pick_no,dob,birth_country,weight,shoots,prospect_category,amateur_league,amateur_team,200+games,birth_month,height_cm,translation_factor,eq_g,eq_a,eq_pts,oGVT,dGVT,overall_GVT,position_2
1563,Evan Barratt,2017,89,104,34,3,90,1999-02-18,USA,182,L,North American Skater,NTDP,USA U-18,0,2,180.34,0.41,8.46,16.59,25.05,-1.82,0.16,-1.6600000000000001,F
1564,Jack Badini,2017,59,38,14,3,91,1998-01-19,USA,203,L,North American Skater,USHL,Chicago,0,1,182.88,0.41,10.73,5.37,16.1,-3.32,0.16,-3.1599999999999997,F
1565,David Farrance,2017,89,60,8,3,92,1999-06-23,USA,195,L,North American Skater,NTDP,USA U-18,0,6,180.34,0.41,2.55,14.68,17.24,-0.0,-0.57,-0.57,D
1566,Clayton Phillips,2017,64,35,18,3,93,1999-09-09,USA,188,L,North American Skater,USHL,Fargo,0,9,180.34,0.41,3.59,6.73,10.32,-0.99,-0.57,-1.56,D
1567,Nick Henry,2017,72,49,32,4,94,1999-07-04,CAN,187,R,North American Skater,WHL,Regina,0,7,180.34,0.28,9.43,12.39,21.83,-2.36,0.03,-2.33,F
1568,Jack Rathbone,2017,68,8,1,4,95,1999-05-20,USA,172,L,North American Skater,HIGH-MA,Dexter School,0,5,177.8,0.41,11.65,16.23,27.88,1.52,-0.57,0.9500000000000001,D
1569,Mason Shaw,2017,71,57,12,4,97,1998-11-03,CAN,173,L,North American Skater,WHL,Medicine Hat,0,11,172.72,0.28,7.1,17.63,24.73,-1.88,0.03,-1.8499999999999999,F
1570,Nikita Popugaev,2017,71,29,12,4,98,1998-11-20,RUS,172,L,European Skater,WHL,Prince George,0,11,175.26,0.28,7.67,10.58,18.25,-2.96,0.03,-2.93,F
1571,Jacob Bryson,2017,39,12,0,4,99,1997-11-18,CAN,178,L,North American Skater,H-EAST,Providence,0,11,175.26,0.38,1.58,8.97,10.56,-0.96,-0.67,-1.63,D
1572,Malte Setkov,2017,48,28,14,4,100,1999-01-14,DNK,220,L,European Skater,SWEDEN-JR.,Malmo Jr.,0,1,198.12,0.41,3.45,8.63,12.07,-0.74,-0.57,-1.31,D
1573,Liam Hawel,2017,66,40,-3,4,101,1999-04-18,CAN,195,R,North American Skater,OHL,Guelph,0,4,193.04,0.31,2.9,6.13,9.04,-4.49,0.06,-4.430000000000001,F
1574,Scott Reedy,2017,81,90,9,4,102,1999-04-04,USA,201,R,North American Skater,NTDP,USA U-18,0,4,185.42,0.41,11.07,8.3,19.36,-2.77,0.16,-2.61,F
1575,Mikey Anderson,2017,59,52,29,4,103,1999-05-25,USA,197,L,North American Skater,USHL,Waterloo,0,5,180.34,0.41,2.88,14.39,17.26,0.0,-0.57,-0.57,D
1576,Santeri Virtanen,2017,5,0,-1,4,105,1999-05-11,FIN,203,L,European Skater,Finland Jr.,TPS Jr.,0,5,187.96,0.41,11.26,22.52,33.79,-0.37,0.16,-0.21,F
1577,Matthew Strome,2017,66,62,9,4,106,1999-01-06,CAN,219,L,North American Skater,OHL,Hamilton,0,1,193.04,0.31,10.76,8.86,19.62,-2.73,0.06,-2.67,F
1578,Maxim Sushko,2017,54,24,10,4,107,1999-02-10,BLR,207,L,North American Skater,OHL,Owen Sound,0,2,182.88,0.31,6.6,5.83,12.44,-3.93,0.06,-3.87,F
1579,Noel Hoefenmayer,2017,62,36,-13,4,108,1999-01-06,CAN,196,L,North American Skater,OHL,Ottawa,0,1,182.88,0.31,4.71,8.75,13.47,-0.54,-0.92,-1.46,D
1580,Adam Ruzicka,2017,61,30,-15,4,109,1999-05-11,SVK,205,L,North American Skater,OHL,Sarnia,0,5,193.04,0.31,8.72,7.33,16.05,-3.32,0.06,-3.26,F
1581,Tim Soderlund,2017,50,14,-6,4,112,1998-01-23,SWE,163,L,European Skater,SWEDEN,Skelleftea,0,1,175.26,0.62,3.42,4.79,8.21,-4.63,0.37,-4.26,F
1582,Alexei Toropchenko,2017,46,50,-4,4,113,1999-06-25,RUS,209,L,North American Skater,RUSSIA-JR.,Mvd Balashikha 2,0,6,195.58,0.41,11.73,7.42,19.15,-2.81,0.16,-2.65,F
1583,Ostap Safin,2017,42,68,4,4,115,1999-02-11,CZE,200,L,European Skater,CZREP-JR.,Sparta Jr.,0,2,195.58,0.41,5.29,9.25,14.53,-3.58,0.16,-3.42,F
1584,Bryce Misley,2017,46,14,0,4,116,1999-09-05,CAN,185,L,North American Skater,OJHL,Oakville,0,9,185.42,0.41,16.22,22.46,38.68,0.45,0.16,0.61,F
1585,Emil Bemstrom,2017,33,35,2,4,117,1999-06-01,SWE,184,R,European Skater,SWEDEN-JR.,Leksand Jr.,0,6,180.34,0.41,18.01,10.28,28.3,-1.28,0.16,-1.12,F
1586,Markus Phillips,2017,66,44,41,4,118,1999-03-21,CAN,202,L,North American Skater,OHL,Owen Sound,0,3,182.88,0.31,4.17,9.62,13.8,-0.49,-0.92,-1.4100000000000001,D
1587,Roope Laavainen,2017,54,79,3,4,119,1998-08-23,FIN,194,R,European Skater,Finland Jr.,Jokerit Jr.,0,8,187.96,0.41,2.23,7.59,9.82,-1.06,-0.57,-1.63,D
1588,Tobias Geisser,2017,56,14,-9,4,120,1999-02-13,CHE,220,L,European Skater,SWISS-2,Zug Academy,0,2,193.04,0.41,1.98,4.95,6.94,-1.47,-0.57,-2.04,D
1589,Drake Batherson,2017,61,70,16,4,121,1998-04-27,USA,187,R,North American Skater,QMJHL,Cape Breton,1,4,185.42,0.25,5.1,8.36,13.46,-3.76,0.0,-3.76,F
1590,Kyle Olson,2017,72,52,25,4,122,1999-03-22,CAN,174,R,North American Skater,WHL,Tri-City,0,3,180.34,0.28,5.31,9.83,15.15,-3.48,0.03,-3.45,F
1591,Brandon Crawley,2017,61,114,53,4,123,1997-02-02,USA,203,L,North American Skater,OHL,London,0,2,187.96,0.31,1.89,5.4,7.3,-1.42,-0.92,-2.34,D
1592,Vladislav Kara,2017,65,14,-2,4,124,1998-04-20,RUS,196,L,European Skater,RUSSIA-2,Bars Kazan,0,4,187.96,0.41,5.0,5.0,10.0,-4.33,0.16,-4.17,F
1593,Igor Shvyryov,2017,50,28,38,5,125,1998-07-10,RUS,205,L,European Skater,RUSSIA-JR.,Magnitogorsk 2,0,7,187.96,0.41,9.93,23.18,33.11,-0.48,0.16,-0.31999999999999995,F
1594,Michael Karow,2017,58,39,9,5,126,1998-12-18,USA,200,L,North American Skater,USHL,Youngstown,0,12,187.96,0.41,1.9,8.09,10.0,-1.04,-0.57,-1.6099999999999999,D
1595,Lucas Elvenes,2017,54,22,-1,5,127,1999-08-18,SWE,172,L,European Skater,SWEDEN-JR.,Rogle Jr.,0,8,182.88,0.41,7.97,15.94,23.92,-2.01,0.16,-1.8499999999999999,F
1596,Tyler Steenbergen,2017,72,22,26,5,128,1998-01-07,CAN,182,L,North American Skater,WHL,Swift Current,0,1,177.8,0.28,10.84,8.29,19.13,-2.81,0.03,-2.7800000000000002,F
1597,David Noel,2017,65,29,-16,5,130,1999-04-10,CAN,202,L,North American Skater,QMJHL,Val d'Or,0,4,185.42,0.25,2.89,5.52,8.41,-1.26,-1.12,-2.38,D
1598,Cole Fraser,2017,61,82,4,5,131,1999-08-23,CAN,205,R,North American Skater,OHL,Peterborough,0,8,187.96,0.31,2.14,4.63,6.76,-1.5,-0.92,-2.42,D
1599,Jacob Peterson,2017,54,18,15,5,132,1999-07-19,SWE,170,L,European Skater,SWEDEN-JR.,Frolunda Jr.,0,7,182.88,0.41,14.81,10.05,24.86,-1.86,0.16,-1.7000000000000002,F
1600,Tyler Inamoto,2017,73,157,7,5,133,1999-05-06,USA,192,L,North American Skater,NTDP,USA U-18,0,5,185.42,0.41,1.54,6.55,8.1,-1.31,-0.57,-1.88,D
1601,Cole Hults,2017,59,112,-24,5,134,1998-05-22,USA,189,L,North American Skater,USHL,Madison,0,5,182.88,0.41,2.39,10.34,12.72,-0.65,-0.57,-1.22,D
1602,Kristoffer Gunnarsson,2017,46,39,-8,5,135,1997-02-26,SWE,205,L,European Skater,SWEDEN,Frolunda,0,2,185.42,0.62,0.71,0.71,1.43,-2.26,0.17,-2.09,D
1603,Leon Gawanke,2017,54,26,11,5,136,1999-05-31,DEU,198,R,North American Skater,QMJHL,Cape Breton,0,5,185.42,0.25,2.55,7.67,10.22,-1.0,-1.12,-2.12,D
1604,Noah Cates,2017,65,26,-3,5,137,1999-02-05,USA,179,L,North American Skater,HIGH-MN,Stillwater,0,2,185.42,0.41,13.66,29.46,43.13,1.19,0.16,1.3499999999999999,F
1605,Drake Rymsha,2017,65,80,-4,5,138,1998-08-06,USA,187,R,North American Skater,OHL,Sarnia,0,8,182.88,0.31,9.72,7.5,17.22,-3.13,0.06,-3.07,F
1606,Zach Fischer,2017,62,145,10,5,140,1997-07-19,CAN,196,R,North American Skater,WHL,Medicine Hat,0,7,185.42,0.28,8.17,6.97,15.14,-3.48,0.03,-3.45,F
1607,Fedor Gordeev,2017,64,45,-3,5,141,1999-01-27,RUS,240,L,North American Skater,OHL,Flint,0,1,198.12,0.31,1.32,3.28,4.59,-1.81,-0.92,-2.73,D
1608,Jack Dugan,2017,47,0,0,5,142,1998-03-24,USA,196,R,North American Skater,HIGH-NY,Northwood School,0,3,187.96,0.41,13.71,25.46,39.18,0.53,0.16,0.6900000000000001,F
1609,Marian Studenic,2017,58,23,-11,5,143,1998-10-28,SVK,176,L,North American Skater,OHL,Hamilton,0,10,182.88,0.31,6.41,4.28,10.7,-4.22,0.06,-4.16,F
1610,Parker Foo,2017,65,66,0,5,144,1998-09-12,CAN,171,L,North American Skater,AJHL,Brooks,0,9,182.88,0.41,13.36,12.98,26.33,-1.61,0.16,-1.4500000000000002,F
1611,Calle Sjalin,2017,37,26,10,5,145,1999-09-02,SWE,179,L,European Skater,SWEDEN-3,Ostersund,0,9,185.42,0.41,3.88,8.53,12.41,-0.69,-0.57,-1.2599999999999998,D
1612,Kirill Maximov,2017,66,41,-1,5,146,1999-06-01,RUS,207,R,North American Skater,OHL,Niagara,0,6,190.5,0.31,6.8,5.51,12.32,-3.95,0.06,-3.89,F
1613,Jacob Golden,2017,38,0,3,5,147,1999-03-20,CAN,180,L,North American Skater,OHL,London,0,3,182.88,0.31,0.0,1.11,1.11,-2.31,-0.92,-3.23,D
1614,Kale Howarth,2017,51,46,0,5,148,1997-06-10,CAN,209,L,North American Skater,BCHL,Trail,0,6,195.58,0.41,12.83,11.98,24.81,-1.87,0.16,-1.7100000000000002,F
1615,Jarret Tyszka,2017,57,30,-3,5,149,1999-03-15,CAN,188,L,North American Skater,WHL,Seattle,0,3,187.96,0.28,2.0,6.34,8.35,-1.27,-1.02,-2.29,D
1616,Jakub Galvas,2017,44,14,-6,5,150,1999-06-15,CZE,168,L,European Skater,Czech Republic,Olomouc,0,6,182.88,0.41,1.93,8.36,10.28,-1.0,-0.57,-1.5699999999999998,D
1617,Sebastian Walfridsson,2017,43,42,-2,5,151,1999-03-19,SWE,202,L,European Skater,SWEDEN-JR.,Modo Jr.,0,3,182.88,0.41,1.31,5.21,6.51,-1.53,-0.57,-2.1,D
1618,Jan Drozg,2017,39,18,24,5,152,1999-04-01,SVN,181,R,European Skater,SWEDEN-JR. U18,Leksand U18,0,4,185.42,0.41,15.8,22.98,38.79,0.46,0.16,0.62,F
1619,Linus Olund,2017,53,14,14,5,155,1997-06-05,SWE,185,L,European Skater,SWEDEN,Brynas,0,6,180.34,0.62,9.96,9.96,19.91,-2.68,0.37,-2.31,F
1620,Denis Smirnov,2017,39,18,24,6,156,1997-08-12,RUS,185,L,European Skater,BIG10,Penn State U.,0,8,172.72,0.33,8.55,12.61,21.16,-2.47,0.08,-2.39,F
1621,Dominik Lakatos,2017,54,86,10,6,157,1997-04-08,CZE,194,L,European Skater,Czech Republic,Liberec,0,4,182.88,0.41,5.25,7.27,12.52,-3.91,0.16,-3.75,F
1622,Nick Campoli,2017,20,18,0,6,158,1999-02-16,CAN,190,L,North American Skater,OJHL,North York,0,2,180.34,0.41,12.55,32.04,44.59,1.43,0.16,1.5899999999999999,F
1623,Jake McGrew,2017,5,0,0,6,159,1999-02-25,USA,187,R,North American Skater,WHL,Spokane,0,2,177.8,0.28,15.23,19.03,34.26,-0.29,0.03,-0.26,F
1624,Aarne Talvitie,2017,46,36,26,6,160,1999-02-11,FIN,200,L,North American Skater,Finland Jr.,Blues Jr.,0,2,180.34,0.41,7.84,14.48,22.32,-2.28,0.16,-2.1199999999999997,F
1625,John Adams,2017,56,55,24,6,162,1997-02-05,USA,204,R,North American Skater,USHL,Fargo,0,2,195.58,0.41,14.41,8.96,23.37,-2.1,0.16,-1.9400000000000002,F
1626,Brett Davis,2017,59,18,-46,6,163,1999-06-01,CAN,192,L,North American Skater,WHL,Kootenay,0,6,185.42,0.28,5.9,4.91,10.81,-4.2,0.03,-4.17,F
1627,Reilly Webb,2017,12,5,3,6,164,1999-05-04,CAN,205,R,North American Skater,OHL,Hamilton,0,5,193.04,0.31,0.0,1.78,1.78,-2.21,-0.92,-3.13,D
1628,Arnaud Durandeau,2017,64,70,-6,6,165,1999-01-14,CAN,183,L,North American Skater,QMJHL,Halifax,0,1,180.34,0.25,3.94,6.84,10.78,-4.2,0.0,-4.2,F
1629,Brendan De Jong,2017,72,72,5,6,166,1998-03-23,CAN,200,L,North American Skater,WHL,Portland,0,3,195.58,0.28,1.75,3.27,5.02,-1.75,-1.02,-2.77,D
1630,Olle Lycksell,2017,51,37,24,6,168,1999-08-24,SWE,185,L,European Skater,SWEDEN-JR.,Linkoping Jr.,0,8,180.34,0.41,12.94,12.38,25.32,-1.78,0.16,-1.62,F
1631,Nick Perbix,2017,49,12,0,6,169,1998-06-15,USA,191,R,North American Skater,HIGH-MN,Elk River,0,6,190.5,0.41,6.7,19.14,25.84,1.23,-0.57,0.66,D
1632,Jonathan Davidsson,2017,61,18,4,6,170,1997-03-12,SWE,185,R,European Skater,SWEDEN,Djurgarden,0,3,180.34,0.62,4.32,8.65,12.97,-3.84,0.37,-3.4699999999999998,F
1633,D'Artagnan Joly,2017,66,35,-10,6,171,1999-04-07,CAN,183,R,North American Skater,QMJHL,Baie Comeau,0,4,190.5,0.25,4.14,8.28,12.42,-3.93,0.0,-3.93,F
1634,Ryan McGregor,2017,65,16,-1,6,172,1999-01-29,CAN,178,L,North American Skater,OHL,Sarnia,0,1,182.88,0.31,4.52,4.2,8.71,-4.55,0.06,-4.49,F
1635,Cedric Pare,2017,68,26,-7,6,173,1999-01-24,CAN,212,L,North American Skater,QMJHL,Saint John,0,1,187.96,0.25,1.74,2.74,4.48,-5.25,0.0,-5.25,F
1636,Morgan Barron,2017,62,24,-3,6,174,1998-12-02,CAN,200,L,North American Skater,HIGH-ON,St. Andrew's College,0,12,187.96,0.41,15.08,11.52,26.6,-1.57,0.16,-1.4100000000000001,F
1637,Trent Bourque,2017,67,36,21,6,175,1998-06-11,CAN,200,L,North American Skater,OHL,Owen Sound,0,6,187.96,0.31,0.0,2.91,2.91,-2.05,-0.92,-2.9699999999999998,D
1638,Pavel Koltygin,2017,65,44,-28,6,176,1999-02-17,RUS,194,L,North American Skater,QMJHL,Drummondville,0,2,182.88,0.25,5.75,6.53,12.29,-3.95,0.0,-3.95,F
1639,Skyler Brind'Amour,2017,75,2,-20,6,177,1999-07-27,USA,179,L,North American Skater,USMAAAE,Selects Academy U18,0,7,187.96,0.41,9.52,14.85,24.37,-1.94,0.16,-1.78,F
1640,Andrei Svetlakov,2017,39,48,13,6,178,1996-04-06,RUS,207,L,European Skater,RUSSIA,CSKA,0,4,182.88,0.41,2.8,7.27,10.07,-4.32,0.16,-4.16,F
1641,Carson Meyer,2017,32,14,-2,6,179,1997-08-18,USA,180,R,North American Skater,NCHC,Miami,0,8,177.8,0.43,7.15,11.44,18.59,-2.9,0.18,-2.7199999999999998,F
1642,Cole Guttman,2017,58,18,21,6,180,1999-04-06,USA,163,R,North American Skater,USHL,Dubuque,0,4,175.26,0.41,14.49,14.01,28.5,-1.25,0.16,-1.09,F
1643,Petrus Palmu,2017,62,34,31,6,181,1997-07-16,FIN,175,L,European Skater,OHL,Owen Sound,0,7,167.64,0.31,10.64,15.43,26.07,-1.66,0.06,-1.5999999999999999,F
1644,Benton Maass,2017,54,18,3,6,182,1998-11-25,USA,185,R,North American Skater,HIGH-MN,Elk River,0,11,185.42,0.41,6.62,16.8,23.42,0.88,-0.57,0.31000000000000005,D
1645,Sebastian Repo,2017,58,84,23,6,184,1996-06-23,FIN,189,R,European Skater,FINLAND,Tappara,0,6,187.96,0.46,5.49,10.97,16.45,-3.26,0.21,-3.05,F
1646,Alexander Chmelevski,2017,65,22,-24,6,185,1999-06-09,USA,182,R,North American Skater,OHL,Ottawa,0,6,180.34,0.31,7.57,7.9,15.47,-3.42,0.06,-3.36,F
1647,Antti Palojarvi,2017,53,14,1,6,186,1999-01-18,FIN,180,L,European Skater,Finland Jr.,Lukko Jr.,0,1,185.42,0.41,0.52,6.81,7.33,-1.42,-0.57,-1.9899999999999998,D
1648,Nick Leivermann,2017,48,28,-3,7,187,1998-09-14,USA,195,L,North American Skater,HIGH-MN,Eden Prarie,0,9,180.34,0.41,8.04,17.58,25.62,1.2,-0.57,0.63,D
1649,Matt Brassard,2017,62,81,0,7,188,1998-08-08,CAN,207,R,North American Skater,OHL,Oshawa,0,8,187.96,0.31,3.49,5.82,9.32,-1.13,-0.92,-2.05,D
1650,Ben Jones,2017,63,56,-9,7,189,1999-02-26,CAN,194,L,North American Skater,OHL,Niagara,0,2,182.88,0.31,4.35,12.37,16.72,-3.21,0.06,-3.15,F
1651,Erik Walli Walterholm,2017,45,52,30,7,190,1999-02-27,SWE,200,R,European Skater,SWEDEN-JR. U18,Djurgarden U18,0,2,185.42,0.41,17.34,11.77,29.11,-1.15,0.16,-0.9899999999999999,F
1652,Jocktan Chainey,2017,55,44,-25,7,191,1999-09-08,CAN,198,L,North American Skater,QMJHL,Halifax,0,9,182.88,0.25,1.27,6.36,7.64,-1.37,-1.12,-2.49,D
1653,Linus Weissbach,2017,49,4,1,7,192,1998-04-19,SWE,161,L,North American Skater,USHL,Tri-City,0,4,172.72,0.41,9.0,13.27,22.27,-2.29,0.16,-2.13,F
1654,Brady Gilmour,2017,65,4,-8,7,193,1999-04-18,CAN,182,L,North American Skater,OHL,Saginaw,0,4,177.8,0.31,8.52,6.88,15.39,-3.44,0.06,-3.38,F
1655,Victor Berglund,2017,52,22,19,7,195,1999-08-02,SWE,178,R,European Skater,SWEDEN-JR.,Modo Jr.,0,8,182.88,0.41,2.75,7.14,9.88,-1.05,-0.57,-1.62,D
1656,Wyatt Kalynuk,2017,60,82,3,7,196,1997-04-14,CAN,180,L,North American Skater,USHL,Bloomington,0,4,185.42,0.41,2.18,9.09,11.27,-0.85,-0.57,-1.42,D
1657,Ville Rasanen,2017,43,16,-1,7,197,1998-10-08,FIN,185,L,European Skater,FINLAND-2,Jokipojat,0,10,190.5,0.41,6.33,8.86,15.2,-0.29,-0.57,-0.8599999999999999,D
1658,Skyler McKenzie,2017,72,60,29,7,198,1998-01-20,CAN,160,L,North American Skater,WHL,Portland,0,1,172.72,0.28,9.01,9.01,18.02,-3.0,0.03,-2.97,F
1659,Samuel Walker,2017,54,30,-3,7,200,1999-06-07,USA,171,R,North American Skater,HIGH-MN,Edina,0,6,180.34,0.41,17.29,22.01,39.3,0.55,0.16,0.7100000000000001,F
1660,Logan Cockerill,2017,68,16,3,7,201,1999-03-03,USA,165,L,North American Skater,NTDP,USA U-18,0,3,172.72,0.41,7.38,7.79,15.17,-3.47,0.16,-3.31,F
1661,Filip Sveningsson,2017,40,63,0,7,202,1999-07-03,SWE,180,L,European Skater,SWEDEN-JR.,HV 71 Jr.,0,7,182.88,0.41,11.37,9.94,21.3,-2.45,0.16,-2.29,F
1662,Ryan O'Connell,2017,54,22,0,7,203,1999-04-25,CAN,170,L,North American Skater,HIGH-ON,St. Andrew's College,0,4,185.42,0.41,3.13,16.17,19.29,0.29,-0.57,-0.27999999999999997,D
1663,Daniel Bukac,2017,72,38,0,7,204,1999-04-29,CZE,210,R,European Skater,WHL,Brandon,0,4,193.04,0.28,0.53,4.0,4.54,-1.82,-1.02,-2.84,D
1664,Yegor Zaitsev,2017,45,58,6,7,205,1998-05-03,RUS,194,L,European Skater,RUSSIA-2,Balashikha,0,5,187.96,0.41,1.04,3.1,4.13,-1.87,-0.57,-2.44,D
1665,Anton Andersson,2017,32,43,25,7,206,1999-01-06,SWE,216,L,European Skater,SWEDEN-JR.,Lulea Jr.,0,1,190.5,0.41,9.49,11.22,20.7,0.49,-0.57,-0.07999999999999996,D
1666,Patrik Virta,2017,55,22,14,7,207,1996-03-06,FIN,180,R,European Skater,FINLAND,TPS,0,3,177.8,0.46,7.56,6.67,14.24,-3.63,0.21,-3.42,F
1667,Philip Kemp,2017,89,30,7,7,208,1999-02-12,USA,202,R,North American Skater,NTDP,USA U-18,0,2,190.5,0.41,2.19,3.12,5.3,-1.71,-0.57,-2.28,D
1668,Nick Swaney,2017,47,12,29,7,209,1997-09-09,USA,175,R,North American Skater,USHL,Waterloo,0,9,177.8,0.41,12.07,11.6,23.67,-2.05,0.16,-1.89,F
1669,Robbie Stucker,2017,47,60,0,7,210,1998-09-30,USA,173,R,North American Skater,HIGH-MN,St. Thomas,0,9,190.5,0.41,5.21,27.82,33.03,2.25,-0.57,1.6800000000000002,D
1670,Croix Evingson,2017,59,125,30,7,211,1997-08-28,USA,213,L,North American Skater,NAHL,Shreveport,0,8,195.58,0.41,4.44,14.79,19.22,0.28,-0.57,-0.2899999999999999,D
1671,Ivan Chekhovich,2017,60,14,-3,7,212,1999-01-04,RUS,187,L,North American Skater,QMJHL,Baie Comeau,0,1,180.34,0.25,7.29,9.25,16.56,-3.24,0.0,-3.24,F
1672,Matt Hellickson,2017,52,30,19,7,214,1998-03-21,USA,184,L,North American Skater,USHL,Sioux City,0,3,182.88,0.41,2.65,9.74,12.39,-0.69,-0.57,-1.2599999999999998,D
1673,Joshua Ess,2017,51,34,-1,7,215,1999-04-03,USA,180,L,North American Skater,HIGH-MN,Lakeville South,0,4,180.34,0.41,7.13,19.23,26.36,1.3,-0.57,0.7300000000000001,D
1674,Jacob Paquette,2017,59,36,-18,7,216,1999-05-26,CAN,215,L,North American Skater,OHL,Kingston,0,5,190.5,0.31,0.36,3.26,3.63,-1.95,-0.92,-2.87,D
1675,Will Reilly,2017,35,68,-17,7,217,1997-07-23,CAN,197,R,North American Skater,ECAC,RPI,0,7,187.96,0.41,1.25,8.1,9.35,-1.13,-0.57,-1.6999999999999997,D
1676,Rasmus Dahlin,2018,49,24,5,1,1,2000-04-13,SWE,185,L,European Skater,SWEDEN,Frolunda,1,4,190.5,0.62,8.65,12.1,20.75,0.5,0.17,0.67,D
1677,Andrei Svechnikov,2018,44,67,26,1,2,2000-03-26,RUS,192,L,North American Skater,OHL,Barrie,1,3,187.96,0.31,19.26,15.4,34.66,-0.22,0.06,-0.16,F
1678,Jesperi Kotkaniemi,2018,57,20,-1,1,3,2000-07-06,FIN,181,L,European Skater,FINLAND,Assat,1,7,187.96,0.46,5.59,10.62,16.22,-3.3,0.21,-3.09,F
1679,Brady Tkachuk,2018,40,61,15,1,4,1999-09-16,USA,192,L,North American Skater,H-EAST,Boston University,1,9,190.5,0.38,5.05,14.52,19.57,-2.74,0.13,-2.6100000000000003,F
1680,Barrett Hayton,2018,63,32,24,1,5,2000-06-09,CAN,190,L,North American Skater,OHL,Sault Ste. Marie,0,6,185.42,0.31,7.13,13.24,20.38,-2.6,0.06,-2.54,F
1681,Filip Zadina,2018,57,36,23,1,6,1999-11-27,CZE,197,L,North American Skater,QMJHL,Halifax,0,11,182.88,0.25,12.94,11.18,24.12,-1.98,0.0,-1.98,F
1682,Quinn Hughes,2018,37,26,14,1,7,1999-10-14,USA,173,L,North American Skater,BIG10,Michigan,1,10,177.8,0.33,2.96,14.23,17.18,-0.01,-0.84,-0.85,D
1683,Adam Boqvist,2018,50,26,1,1,8,2000-08-15,SWE,178,R,European Skater,SWEDEN-JR.,Brynas Jr.,0,8,182.88,0.41,8.0,8.0,15.99,-0.18,-0.57,-0.75,D
1684,Vitali Kravtsov,2018,45,10,8,1,9,1999-12-23,RUS,184,L,European Skater,RUSSIA,Chelyabinsk,0,12,190.5,0.41,5.52,4.91,10.43,-4.26,0.16,-4.1,F
1685,Evan Bouchard,2018,67,54,23,1,10,1999-10-20,CAN,195,R,North American Skater,OHL,London,0,10,187.96,0.31,7.72,19.14,26.86,1.37,-0.92,0.45000000000000007,D
1686,Oliver Wahlstrom,2018,88,64,30,1,11,2000-06-13,USA,208,R,North American Skater,NTDP,USA U-18,0,6,185.42,0.41,22.51,22.18,44.7,1.45,0.16,1.6099999999999999,F
1687,Noah Dobson,2018,71,56,38,1,12,2000-01-07,CAN,177,R,North American Skater,QMJHL,Acadie-Bathurst,1,1,190.5,0.25,4.5,13.52,18.02,0.11,-1.12,-1.01,D
1688,Ty Dellandrea,2018,67,48,-30,1,13,2000-07-21,CAN,191,R,North American Skater,OHL,Flint,0,7,182.88,0.31,8.71,10.31,19.01,-2.83,0.06,-2.77,F
1689,Joel Farabee,2018,88,62,26,1,14,2000-02-25,USA,162,L,North American Skater,NTDP,USA U-18,1,2,182.88,0.41,15.2,21.54,36.73,0.12,0.16,0.28,F
1690,Grigori Denisenko,2018,31,30,8,1,15,2000-06-24,RUS,172,R,European Skater,RUSSIA-JR.,Yaroslavl 2,0,6,180.34,0.41,8.25,11.91,20.17,-2.64,0.16,-2.48,F
1691,Martin Kaut,2018,38,14,5,1,16,1999-10-02,CZE,176,R,European Skater,CZREP,Pardubice,0,10,187.96,0.41,6.45,5.01,11.46,-4.09,0.16,-3.9299999999999997,F
1692,Ty Smith,2018,69,30,44,1,17,2000-03-24,CAN,177,L,North American Skater,WHL,Spokane,0,3,180.34,0.28,3.88,16.36,20.24,0.43,-1.02,-0.5900000000000001,D
1693,Liam Foudy,2018,65,22,-2,1,18,2000-02-04,CAN,178,L,North American Skater,OHL,London,0,2,182.88,0.31,7.75,5.16,12.91,-3.85,0.06,-3.79,F
1694,Jay O'Brien,2018,46,4,0,1,19,1999-11-04,USA,182,R,North American Skater,HIGH-MA,Thayer Academy,0,11,180.34,0.41,29.73,23.79,53.51,2.92,0.16,3.08,F
1695,Rasmus Kupari,2018,55,28,9,1,20,2000-03-15,FIN,189,R,European Skater,FINLAND,Karpat,0,3,187.96,0.46,5.69,8.53,14.22,-3.63,0.21,-3.42,F
1696,Ryan Merkley,2018,63,63,-29,1,21,2000-08-14,CAN,168,R,North American Skater,OHL,Guelph,0,8,180.34,0.31,4.46,18.51,22.96,0.82,-0.92,-0.10000000000000009,D
1697,K'Andre Miller,2018,80,32,13,1,22,2000-01-21,USA,198,L,North American Skater,NTDP,USA U-18,1,1,190.5,0.41,4.52,11.1,15.62,-0.23,-0.57,-0.7999999999999999,D
1698,Isac Lundestrom,2018,42,14,7,1,23,1999-11-06,SWE,183,L,European Skater,SWEDEN,Lulea,1,11,182.88,0.62,5.91,8.86,14.77,-3.54,0.37,-3.17,F
1699,Filip Johansson,2018,58,24,9,1,24,2000-03-23,SWE,180,R,European Skater,SWEDEN-JR.,Leksand Jr.,0,3,185.42,0.41,3.86,4.34,8.21,-1.29,-0.57,-1.8599999999999999,D
1700,Dominik Bokk,2018,54,12,21,1,25,2000-02-03,DEU,179,R,European Skater,SWEDEN-JR.,Vaxjo Jr.,0,2,187.96,0.41,9.25,14.9,24.16,-1.97,0.16,-1.81,F
